	g_Acetanaerobacterium	g_Acetitomaculum	g_Acidaminococcus	g_Actinomyces	g_Adlercreutzia	g_Aestuariispira	g_Akkermansia	g_Alistipes	g_Allisonella	g_Allobaculum	g_Alloprevotella	g_Anaerofilum	g_Anaerofustis	g_Anaerorhabdus	g_Anaerosporobacter	g_Anaerostipes	g_Anaerotruncus	g_Arcanobacterium	g_Bacteroides	g_Barnesiella	g_Bifidobacterium	g_Bilophila	g_Blautia	g_Butyricicoccus	g_Butyricimonas	g_Butyrivibrio	g_Campylobacter	g_Catabacter	g_Catenibacterium	g_Cerasicoccus	g_Christensenella	g_Citrobacter	g_Cloacibacillus	g_Clostridium_III	g_Clostridium_IV	g_Clostridium_sensu_stricto	g_Clostridium_XlVa	g_Clostridium_XlVb	g_Clostridium_XVIII	g_Collinsella	g_Comamonas	g_Coprobacillus	g_Coprobacter	g_Coprococcus	g_Corynebacterium	g_Defluviitalea	g_Desulfomicrobium	g_Desulfovibrio	g_Dialister	g_Dorea	g_Eggerthella	g_Eggerthia	g_Eisenbergiella	g_Elusimicrobium	g_Enterobacter	g_Enterococcus	g_Enterorhabdus	g_Escherichia.Shigella	g_Ethanoligenens	g_Eubacterium	g_Ezakiella	g_Faecalibacterium	g_Faecalicoccus	g_Faecalitalea	g_Flavonifractor	g_Frondihabitans	g_Fusicatenibacter	g_Fusobacterium	g_Gemella	g_Gemmiger	g_Gordonibacter	g_Gracilibacter	g_Guggenheimella	g_Haemophilus	g_Hafnia	g_Hespellia	g_Holdemanella	g_Holdemania	g_Howardella	g_Hungatella	g_Hydrogenoanaerobacterium	g_Intestinibacter	g_Intestinimonas	g_Lactobacillus	g_Lactococcus	g_Lactonifactor	g_Lautropia	g_Leuconostoc	g_Macellibacteroides	g_Mannheimia	g_Methanobrevibacter	g_Methanomassiliicoccus	g_Methanosphaera	g_Mitsuokella	g_Mogibacterium	g_Murdochiella	g_Neisseria	g_Odoribacter	g_Oligosphaera	g_Olsenella	g_Oscillibacter	g_Oxalobacter	g_Papillibacter	g_Parabacteroides	g_Paraprevotella	g_Parasutterella	g_Parvibacter	g_Parvimonas	g_Pelospora	g_Peptococcus	g_Peptoniphilus	g_Phascolarctobacterium	g_Porphyromonas	g_Prevotella	g_Proteus	g_Pseudobutyrivibrio	g_Pseudoflavonifractor	g_Pseudomonas	g_Raoultella	g_Rikenella	g_Romboutsia	g_Roseburia	g_Rothia	g_Ruminococcus	g_Ruminococcus2	g_Senegalimassilia	g_Slackia	g_Solobacterium	g_Sporobacter	g_Staphylococcus	g_Streptococcus	g_Subdoligranulum	g_Succinatimonas	g_Succiniclasticum	g_Sutterella	g_Terrisporobacter	g_Turicibacter	g_Ureaplasma	g_Vampirovibrio	g_Varibaculum	g_Veillonella	g_Victivallis	g_Weissella	g_Yersinia	uc_c_Alphaproteobacteria	uc_c_Clostridia	uc_c_Deltaproteobacteria	uc_c_Gammaproteobacteria	uc_c_Opitutae	uc_f_Clostridiales_Incertae_Sedis_XIII	uc_f_Coriobacteriaceae	uc_f_Cryomorphaceae	uc_f_Desulfovibrionaceae	uc_f_Enterobacteriaceae	uc_f_Erysipelotrichaceae	uc_f_Lachnospiraceae	uc_f_Peptostreptococcaceae	uc_f_Porphyromonadaceae	uc_f_Prevotellaceae	uc_f_Rhodospirillaceae	uc_f_Rikenellaceae	uc_f_Ruminococcaceae	uc_f_Streptophyta	uc_f_Sutterellaceae	uc_f_Synergistaceae	uc_f_Veillonellaceae	uc_k_Bacteria	uc_o_Bacillales	uc_o_Bacteroidales	uc_o_Burkholderiales	uc_o_Clostridiales	uc_o_Desulfovibrionales	uc_o_Lactobacillales	uc_o_Rhodospirillales	uc_p_Bacteroidetes	uc_p_Firmicutes	uc_p_Lentisphaerae	uc_p_Proteobacteria
18.24	0	0	0	0	0	277847309.1	879849812.3	2824780976	0	0	0	0	0	0	509386733.4	833541927.4	0	0	3658322904	555694618.3	138923654.6	185231539.4	1204005006	416770963.7	0	0	0	0	0	0	0	0	0	0	1713391740	0	1018773467	46307884.86	92615769.71	0	0	0	231539424.3	1111389237	0	0	0	416770963.7	92615769.71	602002503.1	0	0	0	0	0	0	0	0	0	0	0	9817271589	46307884.86	0	0	0	277847309.1	0	0	92615769.71	0	0	0	0	0	46307884.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231539424.3	0	0	0	0	0	0	92615769.71	0	0	463078848.6	46307884.86	0	138923654.6	602002503.1	740926157.7	0	0	0	0	0	0	0	555694618.3	0	0	0	0	0	0	0	10002503129	0	463078848.6	463078848.6	46307884.86	0	0	370463078.8	0	0	0	0	0	0	0	0	0	0	0	0	138923654.6	0	0	0	46307884.86	0	0	0	46307884.86	92615769.71	0	0	0	0	3287859825	0	0	0	1806007509	0	4260325407	0	0	0	0	416770963.7	0	0	0	1250312891	0	0	0	46307884.86	1713391740	0	0
18.25	0	0	0	0	46312312.38	1157807809	4445981988	7548906918	0	0	0	0	0	0	1343057059	3704984990	0	0	6391099108	1574618621	1065183185	324186186.7	2871363368	1157807809	185249249.5	0	0	0	0	46312312.38	0	0	0	0	2686114118	0	1481993996	324186186.7	879933935.2	1620930933	46312312.38	0	370498499	4862792800	0	0	0	1204120122	740996998.1	926246247.6	0	0	0	0	0	0	0	138936937.1	0	0	0	25564396433	46312312.38	46312312.38	0	0	602060060.9	0	0	138936937.1	0	0	0	0	0	92624624.76	0	0	0	0	138936937.1	0	46312312.38	0	0	0	0	0	0	0	1018870872	0	0	0	138936937.1	0	0	602060060.9	555747748.6	185249249.5	1574618621	92624624.76	0	787309310.4	1667243246	2361927931	0	0	0	0	0	0	0	1898804808	0	0	0	0	0	0	46312312.38	15977747771	0	2408240244	2686114118	0	92624624.76	0	1018870872	0	0	0	0	0	0	0	0	0	0	0	0	2917675680	0	0	0	185249249.5	0	46312312.38	0	0	185249249.5	0	0	0	0	9262462476	0	0	0	5094354362	0	11439141158	0	0	0	0	2084054057	0	0	0	3936546552	0	0	0	138936937.1	4677543550	0	0
18.26	0	0	0	0	0	509474227.3	1065264293	4909478917	0	0	0	0	0	0	46315838.84	4029477979	0	0	2640002814	509474227.3	4631583884	185263355.4	3844214624	787369260.4	185263355.4	0	0	0	0	92631677.69	0	0	0	0	2686318653	0	1389475165	138947516.5	648421743.8	463158388.4	0	0	138947516.5	5094742273	0	0	0	602105905	787369260.4	741053421.5	0	0	0	0	0	0	0	0	0	0	0	28901083439	0	0	0	0	324210871.9	0	0	92631677.69	0	0	0	0	0	0	0	0	0	0	46315838.84	0	277895033.1	0	0	0	0	0	0	0	416842549.6	0	0	0	0	0	0	185263355.4	416842549.6	0	833685099.2	46315838.84	0	463158388.4	2037896909	1760001876	0	0	0	0	0	0	0	2084212748	0	0	0	0	0	0	46315838.84	11625275550	0	2454739459	2269476103	46315838.84	0	0	509474227.3	0	0	0	0	46315838.84	0	0	0	0	0	0	0	1667370198	0	0	0	46315838.84	0	0	0	92631677.69	185263355.4	0	0	0	0	6993691665	0	0	0	1713686037	0	6113690727	0	0	0	0	1343159326	0	0	0	2871582008	0	0	0	0	3010529525	0	0
18.27	0	0	0	0	0	324181807.8	92623373.65	7826675073	0	0	0	0	0	0	277870120.9	1574597352	0	0	4445921935	879922049.6	1389350605	185246747.3	3380753138	648363615.5	185246747.3	0	0	0	0	0	0	0	0	0	3195506391	0	694675302.3	138935060.5	185246747.3	92623373.65	0	0	92623373.65	2315584341	0	0	0	185246747.3	92623373.65	463116868.2	0	0	0	0	0	0	0	0	0	0	0	16162778701	0	0	0	0	138935060.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92623373.65	0	0	0	0	0	0	185246747.3	46311686.82	0	1111480484	185246747.3	0	324181807.8	231558434.1	1343038918	0	0	0	0	0	0	0	2825012896	0	0	0	0	0	0	46311686.82	14680804723	0	2269272654	1435662292	0	0	0	370493494.6	0	92623373.65	0	0	0	0	0	46311686.82	0	0	0	0	370493494.6	0	0	0	92623373.65	0	0	0	0	0	0	0	0	0	6993064710	0	0	0	509428555.1	0	3473376512	0	0	0	0	463116868.2	0	0	0	926233736.5	0	0	0	46311686.82	1343038918	0	46311686.82
18.28	0	0	0	0	0	231481481.5	1574074074	6481481481	0	0	0	0	0	0	46296296.3	1574074074	0	0	4675925926	1574074074	2685185185	185185185.2	2175925926	601851851.9	185185185.2	0	0	0	0	92592592.59	0	0	0	0	1805555556	0	694444444.4	0	138888888.9	555555555.6	0	0	138888888.9	1296296296	0	0	0	370370370.4	92592592.59	370370370.4	0	0	0	0	0	0	0	46296296.3	0	0	0	10462962963	0	0	0	0	185185185.2	0	0	231481481.5	0	0	0	0	0	0	0	0	0	0	46296296.3	0	0	0	0	0	0	0	0	0	231481481.5	0	0	0	46296296.3	0	0	231481481.5	138888888.9	185185185.2	833333333.3	46296296.3	0	416666666.7	277777777.8	1666666667	0	0	0	0	0	0	0	1759259259	0	0	0	0	0	0	0	4722222222	0	1111111111	1064814815	0	0	0	694444444.4	0	0	0	0	0	0	0	0	0	0	0	0	740740740.7	0	0	0	185185185.2	0	0	0	0	138888888.9	0	0	0	0	4490740741	0	0	0	1018518519	0	4814814815	0	0	0	0	370370370.4	0	0	0	1157407407	0	0	0	92592592.59	1574074074	0	138888888.9
18.29	0	0	0	0	46304594.61	555655135.3	2731971082	22365119197	0	0	0	0	0	0	277827567.7	1111310271	0	0	7964390273	3519149190	4121108920	694568919.2	3056103244	1481747028	463045946.1	0	0	0	0	138913783.8	0	0	0	0	5463942164	46304594.61	2870884866	231522973.1	92609189.22	1111310271	0	0	46304594.61	3796976758	0	0	0	1157614865	694568919.2	833482703	0	0	0	0	0	0	0	0	0	0	0	17410527574	46304594.61	0	0	0	601959729.9	0	0	324132162.3	0	0	0	0	0	0	0	0	0	0	92609189.22	0	185218378.4	0	0	0	0	0	0	0	46304594.61	0	0	0	0	0	0	601959729.9	277827567.7	46304594.61	1481747028	185218378.4	0	926091892.2	46304594.61	4908287029	0	0	0	0	0	0	0	4954591623	0	0	0	0	0	0	0	14030292167	0	4537850272	1157614865	0	46304594.61	0	787178108.4	0	0	0	0	0	0	0	0	0	0	0	0	2407838920	0	0	0	277827567.7	0	0	0	92609189.22	185218378.4	0	0	0	0	8797872976	0	0	0	2685666487	0	9631355679	0	0	0	0	324132162.3	0	0	0	2130011352	0	0	0	231522973.1	2917189460	0	370436756.9
18.3	0	0	0	0	0	602025724.7	1898696516	31675815055	0	0	0	0	0	0	231548355.7	4075251060	0	0	14263378709	6437044287	8104192448	2222864214	5788708892	2963818952	1111432107	0	0	0	0	694645067	0	0	0	0	6205495932	0	4538347771	277858026.8	185238684.5	277858026.8	0	0	1018812765	4075251060	0	0	0	1991315859	1111432107	1157741778	0	0	0	0	0	0	0	0	0	0	0	27646873666	0	0	0	0	833574080.4	0	0	416787040.2	0	0	0	0	0	0	0	0	0	0	138929013.4	0	138929013.4	0	0	0	0	0	0	0	138929013.4	0	0	0	0	0	0	1481909476	416787040.2	185238684.5	3982631717	231548355.7	0	972503093.8	694645067	7826334421	0	0	0	0	0	0	0	4538347771	0	0	0	0	0	0	46309671.13	10419676005	0	6483353959	2222864214	0	92619342.26	0	1852386845	0	0	0	0	0	0	0	0	0	0	0	0	2778580268	0	0	0	370477369.1	0	92619342.26	0	46309671.13	92619342.26	0	0	0	0	13244565944	0	277858026.8	0	2176554543	0	15652668843	0	0	0	0	1620838490	0	0	0	3241676979	46309671.13	0	0	277858026.8	7085379683	0	509406382.5
18.31	0	0	0	0	46293774.85	324056423.9	231468874.2	2083219868	0	0	0	0	0	0	46293774.85	972169271.8	0	0	2962801590	231468874.2	786994172.4	92587549.7	1620282120	324056423.9	138881324.5	0	0	0	0	46293774.85	0	0	0	0	1666575895	0	1064756822	0	0	509231523.3	0	0	46293774.85	1111050596	0	0	0	46293774.85	46293774.85	231468874.2	0	0	0	0	0	0	0	0	0	0	0	9166167420	0	0	0	0	185175099.4	0	0	416643973.6	0	0	0	0	0	92587549.7	0	0	0	0	46293774.85	0	46293774.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46293774.85	0	231468874.2	277762649.1	46293774.85	0	138881324.5	231468874.2	509231523.3	0	0	0	0	0	0	0	509231523.3	0	0	0	0	0	0	0	3610914438	0	2222101193	972169271.8	0	46293774.85	0	138881324.5	0	0	0	0	0	0	0	0	0	0	0	0	231468874.2	0	0	0	92587549.7	0	0	0	0	0	0	0	0	0	2407276292	0	0	0	231468874.2	0	2083219868	0	0	0	0	92587549.7	0	0	0	277762649.1	0	0	0	0	555525298.2	0	0
18.32	0	0	0	0	46317980.74	1621129326	1621129326	11394223263	0	0	0	0	0	0	324225865.2	2130627114	0	0	9402550091	1713765288	1667447307	880041634.1	3427530575	1250585480	416861826.7	0	0	0	0	602133749.7	0	0	0	0	2362217018	46317980.74	1389539422	185271923	370543846	880041634.1	0	0	185271923	2130627114	0	0	0	694769711.2	787405672.7	1018995576	0	0	0	0	0	0	0	0	0	0	0	13895394223	0	0	0	0	324225865.2	0	0	277907884.5	0	0	0	0	0	46317980.74	0	0	0	0	92635961.49	0	185271923	0	0	0	0	0	0	0	138953942.2	0	0	0	0	0	0	648451730.4	648451730.4	277907884.5	1389539422	231589903.7	0	1111631538	1018995576	2686442883	0	0	0	0	0	0	0	5511839709	0	0	0	0	0	0	46317980.74	6530835285	0	4770752017	1204267499	0	0	0	741087691.9	0	0	0	0	0	0	0	0	0	0	0	0	2593806922	0	0	0	138953942.2	0	46317980.74	0	46317980.74	0	0	0	0	0	8105646630	0	0	0	2871714806	0	9819411918	0	0	0	0	741087691.9	0	0	0	2547488941	0	0	0	92635961.49	3056986729	0	277907884.5
18.33	0	0	0	0	0	1296445725	2361383285	8473198847	0	0	0	0	0	0	1435350624	2037271854	46301633.05	0	4167146974	926032660.9	2222478386	463016330.5	2778097983	833429394.8	92603266.09	0	0	0	0	138904899.1	0	0	0	0	3611527378	0	1574255524	185206532.2	138904899.1	601921229.6	46301633.05	0	231508165.2	1713160423	0	0	0	694524495.7	1203842459	926032660.9	0	0	0	0	0	0	0	46301633.05	0	0	0	13103362152	0	0	0	0	601921229.6	0	0	324111431.3	0	46301633.05	0	0	0	92603266.09	0	0	0	0	0	0	138904899.1	0	0	0	0	0	0	46301633.05	185206532.2	0	0	0	0	0	0	185206532.2	185206532.2	92603266.09	1898366955	92603266.09	0	370413064.4	1250144092	1574255524	0	0	0	0	0	0	0	1435350624	0	0	0	0	0	0	0	3518924111	0	4259750240	2315081652	0	0	0	1018635927	0	0	0	0	0	0	0	0	0	0	0	0	1342747358	0	0	0	92603266.09	0	92603266.09	0	46301633.05	92603266.09	0	0	0	0	5046878002	0	0	0	2222478386	0	9630739673	0	0	0	46301633.05	1250144092	0	0	0	3009606148	0	0	0	46301633.05	2500288184	0	0
18.34	0	0	0	0	46292601.17	648096416.3	694389017.5	3657115492	0	0	0	0	0	0	231463005.8	601803815.1	0	0	3009019076	416633410.5	833266821	185170404.7	2546093064	185170404.7	46292601.17	0	0	0	0	0	0	0	0	46292601.17	1990581850	0	2222044856	92585202.33	138877803.5	92585202.33	0	0	185170404.7	1249900231	0	0	0	231463005.8	324048208.2	462926011.7	0	0	0	0	0	0	0	0	0	0	0	10184372256	46292601.17	0	0	0	555511214	0	0	92585202.33	0	0	0	0	0	0	0	0	0	0	46292601.17	0	0	0	0	0	0	0	0	0	370340809.3	0	0	0	0	0	0	324048208.2	138877803.5	46292601.17	1018437226	46292601.17	0	370340809.3	694389017.5	1296192833	0	0	0	0	0	0	0	1249900231	0	0	0	0	0	0	0	2314630058	0	2314630058	1111022428	0	0	0	370340809.3	0	0	0	0	0	0	0	0	0	0	0	0	92585202.33	0	0	0	46292601.17	0	0	0	0	0	0	0	0	0	2823848671	0	0	0	1342485434	0	3379359885	0	0	0	0	370340809.3	0	0	0	1296192833	0	0	0	0	648096416.3	0	0
18.35	0	0	0	0	46302977.82	740847645.2	1944725069	4769206716	0	0	0	0	0	0	185211911.3	2407754847	0	0	3194905470	416726800.4	4954418627	694544667.3	3519026315	787150623	92605955.65	0	0	0	0	0	0	0	0	0	3796844181	0	4630297782	277817866.9	277817866.9	185211911.3	0	0	46302977.82	3009693558	0	0	0	740847645.2	833453600.8	1111271468	0	0	0	0	0	0	0	46302977.82	0	0	0	18382282196	0	0	0	0	740847645.2	0	0	185211911.3	0	0	0	0	0	46302977.82	0	0	0	0	231514889.1	0	92605955.65	0	0	0	0	0	0	0	324120844.8	0	0	0	46302977.82	0	0	138908933.5	92605955.65	185211911.3	1666907202	46302977.82	0	463029778.2	740847645.2	1805816135	0	0	0	0	0	0	0	4074662048	0	0	0	0	0	0	0	5093327560	0	3333814403	1527998268	92605955.65	0	0	694544667.3	0	0	0	0	0	0	0	0	0	0	0	0	324120844.8	0	0	0	46302977.82	0	0	0	46302977.82	46302977.82	0	0	0	0	5510054361	0	0	0	2963390581	0	6111993073	0	0	0	0	509332756	0	0	0	1944725069	0	0	0	0	2500360802	0	0
18.36	0	0	0	0	46318304.26	648456259.7	1852732171	6901427335	0	0	0	0	0	0	46318304.26	3844419254	46318304.26	0	3612827732	926366085.3	5465559903	694774563.9	3057008081	1250594215	0	0	0	0	0	92636608.53	0	0	0	0	4353920601	0	4168647384	185273217.1	46318304.26	324228129.8	0	0	185273217.1	3798100950	0	0	0	833729476.7	926366085.3	833729476.7	0	0	0	0	0	0	0	0	0	0	0	23159152131	46318304.26	0	0	0	972684389.5	0	0	231591521.3	0	0	0	0	0	92636608.53	0	0	0	0	138954912.8	0	185273217.1	0	0	0	0	0	0	0	324228129.8	0	0	0	0	0	0	324228129.8	185273217.1	92636608.53	1574822345	92636608.53	0	92636608.53	555819651.2	2593825039	0	0	0	0	0	0	0	2269596909	0	0	0	0	0	0	0	2918053169	0	2223278605	1991687083	0	46318304.26	0	1019002694	0	0	0	0	46318304.26	0	0	0	0	0	0	0	1482185736	0	0	0	231591521.3	0	0	0	0	46318304.26	0	0	0	0	4817103643	0	0	0	2130641996	0	8800477810	0	0	0	92636608.53	972684389.5	0	0	0	3242281298	0	0	0	46318304.26	2964371473	0	0
18.37	0	0	0	0	0	231572853.3	324201994.7	4770400779	0	0	0	0	0	0	92629141.34	1574695403	0	0	3473592800	277887424	2269413963	231572853.3	4121996790	741033130.7	46314570.67	0	0	0	0	0	0	0	0	0	1991526539	46314570.67	2454672245	46314570.67	46314570.67	46314570.67	0	0	0	1713639115	0	0	0	555774848	370516565.4	1204178837	0	0	0	0	0	0	0	0	0	0	0	19730007105	46314570.67	0	0	0	879976842.7	0	0	92629141.34	0	0	0	0	0	92629141.34	0	0	0	0	46314570.67	0	0	0	0	0	0	0	0	0	138943712	0	0	0	0	0	0	92629141.34	46314570.67	0	1482066261	0	0	138943712	138943712	1482066261	0	0	0	0	0	0	0	324201994.7	0	0	0	0	0	0	0	2454672245	0	1389437120	2362043104	0	0	0	1111549696	0	0	0	0	0	0	0	0	0	0	0	0	231572853.3	0	0	0	138943712	0	0	0	46314570.67	46314570.67	0	0	0	0	2964132523	0	0	0	324201994.7	0	8336622720	0	0	0	0	185258282.7	0	0	0	1204178837	0	0	0	92629141.34	1389437120	0	0
18.38	0	0	0	0	0	740874811.5	601960784.3	5510256410	0	0	0	0	0	0	324132730	3241327300	0	0	3611764706	463046757.2	3241327300	787179487.2	4769381599	1203921569	185218702.9	0	0	0	0	92609351.43	0	0	0	0	4213725490	0	4398944193	277828054.3	92609351.43	324132730	0	0	46304675.72	1620663650	0	0	0	1111312217	926093514.3	1620663650	0	0	0	0	0	0	0	0	0	0	0	33663499246	92609351.43	0	0	0	3148717949	0	0	324132730	0	0	0	0	0	46304675.72	0	0	0	0	231523378.6	0	0	0	0	0	0	0	0	0	185218702.9	0	0	0	46304675.72	0	0	324132730	324132730	138914027.1	2407843137	46304675.72	0	370437405.7	92609351.43	2824585219	0	0	0	0	0	0	0	648265460	0	0	0	0	0	0	92609351.43	3658069382	0	3750678733	3565460030	92609351.43	92609351.43	0	1435444947	0	0	0	0	0	0	0	0	0	0	0	0	324132730	0	0	0	324132730	0	0	0	0	0	0	0	0	0	5417647059	0	0	0	2268929110	0	8473755656	0	0	0	46304675.72	972398190	0	0	0	2222624434	0	0	0	0	3333936652	0	0
18.39	0	0	0	0	46318503.42	463185034.2	324229523.9	2130651157	0	0	0	0	0	0	92637006.84	3334932246	0	0	2130651157	92637006.84	4956079866	92637006.84	4631850342	833733061.5	46318503.42	0	0	0	0	0	0	0	0	0	3983391294	0	4770805852	92637006.84	0	509503537.6	0	0	0	2640154695	0	0	0	231592517.1	509503537.6	1065325579	0	0	0	0	0	0	0	0	0	0	0	44234170764	92637006.84	0	0	0	2454880681	0	0	231592517.1	0	0	0	0	0	92637006.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370548027.3	0	0	0	0	0	0	46318503.42	138955510.3	138955510.3	416866530.8	46318503.42	0	46318503.42	0	555822041	0	0	0	0	0	0	0	509503537.6	0	0	0	0	0	0	0	8291012112	0	4492894832	5604538914	0	0	0	880051564.9	0	92637006.84	0	0	0	0	0	46318503.42	0	0	0	0	138955510.3	0	0	0	0	0	0	0	0	0	0	0	0	0	4678168845	0	0	0	555822041	0	4678168845	0	0	0	46318503.42	185274013.7	0	0	0	833733061.5	0	0	0	92637006.84	1899058640	0	0
18.4	92619160.14	0	0	0	46309580.07	972501181.5	833572441.3	5140363388	0	0	0	0	0	0	231547900.4	7039056171	0	0	4028933466	416786220.6	12318348299	277857480.4	8937748954	1620835302	138928740.2	0	0	0	0	46309580.07	0	0	0	0	6575960370	0	4723577167	185238320.3	324167060.5	879882021.3	0	0	46309580.07	3473218505	0	0	0	277857480.4	926191601.4	2176550263	0	0	0	0	0	0	0	46309580.07	0	0	0	59044714590	92619160.14	0	0	0	3241670605	0	0	277857480.4	0	0	0	0	0	92619160.14	0	0	0	0	92619160.14	0	92619160.14	0	0	0	0	0	0	0	879882021.3	0	0	0	92619160.14	0	0	92619160.14	602024540.9	138928740.2	1296668242	92619160.14	0	277857480.4	231547900.4	1852383203	0	0	0	0	0	0	0	7918938192	0	0	0	0	0	0	0	7965247772	0	4862505907	10790132156	0	92619160.14	0	1898692783	0	0	0	0	0	0	0	0	0	0	0	0	926191601.4	0	0	0	324167060.5	0	0	0	92619160.14	0	0	0	0	0	9678702235	0	0	0	1435596982	0	11253227957	0	0	0	0	1435596982	0	0	0	3056432285	0	0	0	0	3982623886	0	0
18.41	0	0	0	0	0	370478697.5	231549185.9	3102759091	0	0	0	0	0	0	0	1157745930	0	0	1111436092	138929511.6	2361801696	185239348.7	1806083650	1111436092	92619674.37	0	0	0	0	0	0	0	0	0	1945013162	0	1945013162	46309837.18	46309837.18	231549185.9	0	0	0	1204055767	0	0	0	92619674.37	277859023.1	324168860.3	0	0	0	0	0	0	0	0	0	0	0	14263429853	0	0	0	0	185239348.7	0	0	0	0	0	0	0	0	46309837.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231549185.9	0	0	0	0	0	0	92619674.37	46309837.18	92619674.37	740957394.9	0	0	185239348.7	46309837.18	509408209	0	0	0	0	0	0	0	1389295116	0	0	0	0	0	0	0	2315491859	0	1111436092	1018816418	0	0	0	277859023.1	0	0	0	0	0	0	0	0	0	0	0	0	277859023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2500731208	0	0	0	324168860.3	0	3056449254	0	0	0	0	509408209	0	0	0	648337720.6	0	0	0	0	972506580.9	0	92619674.37
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19.1	0	0	0	0	0	12180901784	0	972619534.1	0	0	0	0	0	0	92630431.82	3658902057	0	0	15561912546	416836943.2	0	138945647.7	4214684648	231576079.6	185260863.6	0	0	0	0	0	0	0	0	0	138945647.7	0	4399945512	463152159.1	2223130364	2037869500	0	0	138945647.7	416836943.2	0	0	0	0	0	1389456477	46315215.91	0	92630431.82	0	0	0	0	0	0	0	0	21397629751	0	0	0	0	926304318.2	0	0	1574717341	0	0	0	46315215.91	0	92630431.82	0	46315215.91	0	0	0	0	138945647.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370521727.3	0	0	277891295.5	0	0	555782590.9	0	1482086909	0	0	0	0	0	138945647.7	0	0	0	0	0	0	0	0	0	8429369296	0	1250510830	10050401853	185260863.6	0	0	92630431.82	0	92630431.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92630431.82	0	0	0	0	11300912682	0	0	0	0	0	5650456341	0	0	0	0	0	0	0	0	138945647.7	0	0	0	0	0	0	0
19.2	0	0	0	0	0	185199550.1	0	185199550.1	0	0	0	0	0	0	185199550.1	3240992127	0	0	9398877167	92599775.05	0	0	4676288640	509298762.8	46299887.52	0	0	0	0	0	0	0	0	0	185199550.1	0	1713095838	231499437.6	2407594151	3426191677	0	0	0	277799325.1	0	0	0	0	0	1157497188	0	0	0	0	0	0	0	46299887.52	0	0	0	15741961758	0	0	0	0	833397975.4	0	0	1203797076	0	0	0	46299887.52	0	138899662.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46299887.52	0	0	185199550.1	0	0	46299887.52	0	879697862.9	0	0	0	0	0	370399100.2	0	0	0	0	0	0	0	0	46299887.52	9398877167	0	555598650.3	11111973005	231499437.6	0	0	0	0	92599775.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370399100.2	0	0	0	0	7870980879	0	0	0	0	0	3611391227	0	0	0	0	0	0	0	0	185199550.1	0	0	0	0	0	0	0
19.3	0	0	0	0	0	370569432.3	0	277927074.2	0	0	0	0	0	0	46321179.03	2455022489	0	0	8337812226	138963537.1	0	0	3566730786	92642358.07	92642358.07	0	0	0	0	0	0	0	0	0	370569432.3	0	741138864.5	92642358.07	972744759.7	416890611.3	0	0	46321179.03	46321179.03	0	0	0	0	0	926423580.7	46321179.03	0	0	0	0	0	0	0	0	0	0	10931798252	0	0	0	0	787460043.6	0	0	741138864.5	0	0	0	46321179.03	0	92642358.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92642358.07	0	0	185284716.1	0	0	92642358.07	0	555854148.4	0	0	0	0	0	92642358.07	0	0	0	0	0	0	0	0	0	5002687336	0	416890611.3	6531286244	92642358.07	0	0	46321179.03	0	185284716.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1482277729	0	0	0	0	12043506549	0	0	0	0	0	3288803711	0	0	0	0	0	0	0	0	46321179.03	0	0	0	0	0	0	0
